title,year,rating,name
Wrong Side Up,2005,7.4,Comedy
Wrong Side Up,2005,7.4,Drama
Pudhiya Geethai,2003,4.1,Action
Pudhiya Geethai,2003,4.1,Drama
Pudhiya Geethai,2003,4.1,Romance
Raul - Diritto di uccidere,2005,6.6,Crime
Raul - Diritto di uccidere,2005,6.6,Drama
Satellite,2005,6.7,Drama
Shankar Dada MBBS,2004,7.4,Comedy
So Glad I Made It,2004,8.3,Documentary
Cry in the Woods,2004,6.1,Crime
Cry in the Woods,2004,6.1,Thriller
Le souffleur,2005,5.3,Comedy
Le souffleur,2005,5.3,Romance
Spook,2003,7.4,Drama
Spook,2003,7.4,Horror
Spook,2003,7.4,Thriller
Kousek nebe,2005,6.9,Romance
Summer Solstice,2003,4.7,Drama
Sunny Intervals and Showers,2003,8.8,Documentary
Tears of Kali,2004,5.3,Fantasy
Tears of Kali,2004,5.3,Horror
This Old Cub,2004,8.3,Documentary
This Old Cub,2004,8.3,Sport
Townies,2004,7.7,Comedy
Set Point,2004,4.2,Drama
Set Point,2004,4.2,Thriller
Unreal,2004,6.5,Comedy
Unreal,2004,6.5,Romance
Bonkers,2005,6.8,Comedy
Bonkers,2005,6.8,Drama
Munich,2005,7.6,Drama
Munich,2005,7.6,History
Munich,2005,7.6,Thriller
Dark Horse,2005,7.2,Comedy
Dark Horse,2005,7.2,Drama
Dark Horse,2005,7.2,Romance
Wild Girls Gone,2007,5.9,Comedy
With All Deliberate Speed,2004,7.8,Documentary
With All Deliberate Speed,2004,7.8,History
Firewall,2006,5.8,Crime
Firewall,2006,5.8,Thriller
Yard Sale,2004,7.8,Comedy
Yard Sale,2004,7.8,Romance
69,2004,6.9,Drama
Alone Together,2004,6.3,Drama
Animal,2004,6.4,Action
Animal,2004,6.4,Crime
Animal,2004,6.4,Drama
Bad News Bears,2005,5.8,Comedy
Bad News Bears,2005,5.8,Sport
Les bandits,2003,6.2,Comedy
Bitter Circle,2001,8,Crime
Bitter Circle,2001,8,Drama
Kids in America,2005,5.9,Comedy
Watchmen,2009,7.6,Action
Watchmen,2009,7.6,Drama
Watchmen,2009,7.6,Mystery
White Nights,2005,7.5,Drama
"X, Y",2004,6.9,Drama
"X, Y",2004,6.9,Thriller
You Are Here,2004,4.9,Action
You Are Here,2004,4.9,Comedy
You Are Here,2004,4.9,Crime
Shabd,2005,5.2,Drama
12:35,2002,4.3,Drama
Les aimants,2004,6.8,Comedy
Les aimants,2004,6.8,Romance
Alex,2005,6.3,Drama
Lies & Alibis,2006,6.4,Comedy
Lies & Alibis,2006,6.4,Drama
Lies & Alibis,2006,6.4,Romance
Anandam,2001,7.2,Romance
Someone Special,2004,7.1,Comedy
Someone Special,2004,7.1,Romance
Annie B.,2004,6.5,Comedy
Annie B.,2004,6.5,Musical
Bardaasht,2004,6.1,Action
Bardaasht,2004,6.1,Crime
Bardaasht,2004,6.1,Drama
Bergkristall,2004,5.9,Drama
Bez grada i bez zakona,2001,7.1,Documentary
Blood Brother,2003,6.1,Thriller
Blue Horizon,2004,8.3,Documentary
Cargo,2006,5.1,Adventure
Cargo,2006,5.1,Drama
Cargo,2006,5.1,Thriller
Deseta zapoved,2003,6.6,Crime
This Year in Czernowitz,2004,8,Documentary
Cattolica,2004,7.3,Drama
Ciudadano Escobar,2004,8,Documentary
A Previous Engagement,2008,5.8,Comedy
A Previous Engagement,2008,5.8,Romance
Como mariposas en la luz,2005,7,Drama
Dark Legacy,2005,6.6,Horror
Dark Legacy,2005,6.6,Mystery
The Dark,2005,5.4,Horror
The Dark,2005,5.4,Mystery
The Dark,2005,5.4,Thriller
Downloading Nancy,2008,5.8,Drama
Downloading Nancy,2008,5.8,Thriller
Suicide,2001,5.2,Drama
Suicide,2001,5.2,Thriller
Fireflies: River of Light,2003,7.1,Drama
Fresh Art Daily,2004,8.3,Documentary
One Day in Europe,2005,6.6,Comedy
The Great Year,2004,8,Documentary
Happy Berry,2004,6.1,Documentary
Hazaaron Khwaishein Aisi,2003,8,Drama
Headhunter,2004,5.6,Horror
Headhunter,2004,5.6,Thriller
Hell Ride,2008,5.1,Action
Hell Ride,2008,5.1,Drama
Hell Ride,2008,5.1,Thriller
Hellboy II: The Golden Army,2008,7,Action
Hellboy II: The Golden Army,2008,7,Adventure
Hellboy II: The Golden Army,2008,7,Fantasy
Hell on Wheels,2004,7.3,Documentary
Hell on Wheels,2004,7.3,Sport
Inguélézi,2004,6.8,Drama
El juego de la verdad,2004,5.9,Comedy
El juego de la verdad,2004,5.9,Romance
Just Indian,2004,5.7,Comedy
Justice,2004,6.5,Drama
Late Breaking News,2004,8.2,Documentary
Lithium Springs,2004,6.3,Family
Macbeth,2003,7.3,Drama
Mating Rituals,2004,6.4,Comedy
Mating Rituals,2004,6.4,Romance
Messages,2007,4.7,Thriller
Our Summer,2004,8.8,Documentary
Michael Moore Hates America,2004,5,Documentary
Mixing Karma,2009,6.3,Comedy
Mixing Karma,2009,6.3,Drama
Mondovino,2004,7.1,Documentary
Mr. Leather,2004,6.2,Documentary
The Ninth Day,2004,7.1,Drama
The Ninth Day,2004,7.1,Thriller
The Ninth Day,2004,7.1,War
9 Songs,2004,4.9,Drama
9 Songs,2004,4.9,Music
9 Songs,2004,4.9,Romance
No Exit,2004,7.9,Documentary
White Skin,2004,6,Drama
White Skin,2004,6,Horror
White Skin,2004,6,Mystery
Planet Ibsen,2005,8.6,Fantasy
The Restorers,2003,8.3,Documentary
Run,2004,4.8,Action
Run,2004,4.8,Comedy
Run,2004,4.8,Romance
Sheriff,2001,7.4,Comedy
Shooting Nick,2004,6.7,Drama
Slutty Summer,2004,5.1,Comedy
Slutty Summer,2004,5.1,Drama
Slutty Summer,2004,5.1,Romance
The Spirithunter,2004,6.6,Thriller
Swap,2004,5.4,Action
Swap,2004,5.4,Comedy
Tall Trees,2006,8,Drama
Tall Trees,2006,8,Music
Tekken,2010,4.8,Action
Tekken,2010,4.8,Crime
Tekken,2010,4.8,Drama
Der Teufel von Rudow,2004,4.6,Horror
Tretiy variant,2003,6,Drama
Broken Flowers,2005,7.2,Comedy
Broken Flowers,2005,7.2,Drama
Broken Flowers,2005,7.2,Mystery
Horsing Around,2005,4.3,Comedy
Horsing Around,2005,4.3,Romance
The Rider Named Death,2004,6.4,Drama
WTC View,2005,6.1,Drama
WTC View,2005,6.1,Romance
Yes And,2004,6.8,Comedy
29 Reasons to Run,2006,6.3,Comedy
Tout pour plaire,2005,6,Comedy
Being Cyrus,2005,7.3,Drama
Being Cyrus,2005,7.3,Thriller
Animal,2005,5,Sci-Fi
Animal,2005,5,Thriller
Asylum,2007,6.7,Horror
Asylum,2007,6.7,Thriller
Woman of Breakwater,2003,7.5,Drama
Brutal Incasso,2005,4,Action
Brutal Incasso,2005,4,Comedy
Big Kiss,2004,7.6,Action
Big Kiss,2004,7.6,Comedy
Big Kiss,2004,7.6,Romance
The Wound,2004,7.2,Drama
The Blue Rose,2007,7.1,Drama
The Blue Rose,2007,7.1,Thriller
The Brice Man,2005,5,Comedy
Brideshead Revisited,2008,6.7,Drama
Brideshead Revisited,2008,6.7,Romance
The Gospel According to God,2004,5,Comedy
The Gospel According to God,2004,5,Drama
The Gospel According to God,2004,5,Fantasy
Buscando a Reynols,2004,7.4,Documentary
Buscando a Reynols,2004,7.4,Musical
CQ2 (Seek You Too),2004,6.5,Drama
Chaos,2006,5.7,Drama
Café Lumière,2003,7,Drama
Death in Gaza,2004,8.2,Documentary
Delirious,2006,6.5,Comedy
Delirious,2006,6.5,Drama
Delirious,2006,6.5,Romance
Desolation Sound,2005,5.3,Drama
Erreway: 4 caminos,2004,6.6,Adventure
Erreway: 4 caminos,2004,6.6,Comedy
Erreway: 4 caminos,2004,6.6,Drama
La estación ausente,2004,6.5,Drama
Marmalade,2004,6.4,Comedy
Mrs Henderson Presents,2005,7.1,Comedy
Mrs Henderson Presents,2005,7.1,Drama
Mrs Henderson Presents,2005,7.1,Music
Wall,2004,6.7,Documentary
No Longer My Twin,2002,1.4,Mystery
In the Darkness of the Night,2004,6.9,Crime
In the Darkness of the Night,2004,6.9,Drama
Orlando Vargas,2005,5.5,Drama
Evan Almighty,2007,5.4,Comedy
Evan Almighty,2007,5.4,Family
Evan Almighty,2007,5.4,Fantasy
Puritan,2005,6.1,Drama
Puritan,2005,6.1,Fantasy
Puritan,2005,6.1,Mystery
Quartier V.I.P.,2005,3.5,Comedy
The Rule of Vera,2004,8.3,Documentary
Dead Calling,2006,5.2,Thriller
Senses of Place,2004,7,Drama
Souled Out,2005,7.6,Comedy
Souled Out,2005,7.6,Drama
South by Southeast,2005,5.6,Thriller
Spider-Man 3,2007,6.2,Action
Spider-Man 3,2007,6.2,Adventure
Spirits,2004,5.5,Horror
Spirits,2004,5.5,Thriller
Subway Cafe,2004,7.1,Drama
Subway Cafe,2004,7.1,Fantasy
"Tennis, Anyone...?",2005,5.9,Comedy
"Tennis, Anyone...?",2005,5.9,Sport
The Forsaken Land,2005,6.2,Drama
Thekkekara Super Fast,2004,3,Comedy
Thirst,2004,6.2,Documentary
3 Wise Women,2005,5.8,Comedy
3 Wise Women,2005,5.8,Romance
Trailer Town,2003,6.3,Comedy
Trailer Town,2003,6.3,Drama
The Unseen,2005,6.8,Drama
Usher,2004,6.8,Drama
O Vestido,2003,6.5,Drama
Speaker Phone,2003,5.8,Comedy
Speaker Phone,2003,5.8,Crime
Speaker Phone,2003,5.8,Romance
Wall/Paper,2004,8.2,Drama
Wassup Rockers,2005,6,Comedy
Wassup Rockers,2005,6,Drama
Second Hand Child,2004,6.7,Drama
Second Hand Child,2004,6.7,Family
Battle of Manila,2004,8,Documentary
Beware of Time,2004,8.4,Documentary
Beware of Time,2004,8.4,War
Black-Eyed Susan,2004,7.6,Comedy
Black-Eyed Susan,2004,7.6,Mystery
Black-Eyed Susan,2004,7.6,Thriller
Cake,2005,5,Comedy
Cake,2005,5,Romance
The Taste of Tea,2004,7.8,Comedy
The Taste of Tea,2004,7.8,Fantasy
Check It Out,2008,3.5,Comedy
Damen tango,2004,6.2,Drama
Disease of the Wind,2002,5.6,Documentary
East of Euclid,2004,6.5,Comedy
Fake ID,2003,4.4,Comedy
Freedom from Despair,2004,7.6,Documentary
Game Box 1.0,2004,4.4,Fantasy
Game Box 1.0,2004,4.4,Sci-Fi
Gayab,2004,4.2,Drama
Gayab,2004,4.2,Fantasy
Gayab,2004,4.2,Thriller
The Valiants of Samothrace,2003,5.8,Comedy
Elizabeth: The Golden Age,2007,6.9,Biography
Elizabeth: The Golden Age,2007,6.9,Drama
Elizabeth: The Golden Age,2007,6.9,History
The Porcelain Doll,2005,5.7,Drama
The Porcelain Doll,2005,5.7,Family
The Porcelain Doll,2005,5.7,Fantasy
The Real Santa,2005,5,Drama
The Real Santa,2005,5,Family
Muertos comunes,2004,6,Thriller
The War Within,2005,6.9,Drama
"Paco Urondo, la palabra justa",2005,7.6,Documentary
Peligrosa obsesión,2004,4.8,Action
Peligrosa obsesión,2004,4.8,Thriller
Pride & Prejudice,2005,7.8,Drama
Pride & Prejudice,2005,7.8,Romance
La promesa,2004,6.2,Horror
La promesa,2004,6.2,Thriller
Quid Pro Quo,2008,6.2,Drama
Quid Pro Quo,2008,6.2,Mystery
Quid Pro Quo,2008,6.2,Romance
The Rainbowmaker,2008,6.5,Romance
Sandcastles,2004,7.2,Drama
Senses,2003,6.4,Drama
Shaadi Ka Laddoo,2004,5.2,Comedy
Show Me,2004,6,Drama
Show Me,2004,6,Thriller
7 días,2005,6.7,Comedy
Sinful Nights,2004,6.6,Drama
Somewhere in Indiana,2004,5.5,Drama
Trollywood,2004,8.7,Documentary
The Best Bet,2004,6.4,Comedy
The Best Bet,2004,6.4,Drama
Two Guys,2004,6.9,Action
Two Guys,2004,6.9,Comedy
The Undeserved,2004,6.2,Drama
37 1/2,2005,4.8,Comedy
37 1/2,2005,4.8,Drama
I-Fak,2004,7,Drama
Animals,2003,5,Drama
Auswege,2003,7,Drama
Azucena,2005,3.7,Drama
Balas & Bolinhos,2001,6.4,Comedy
Balas & Bolinhos,2001,6.4,Crime
Balas & Bolinhos - O Regresso,2004,7.1,Adventure
Balas & Bolinhos - O Regresso,2004,7.1,Comedy
Balas & Bolinhos - O Regresso,2004,7.1,Crime
District B13,2004,7.2,Action
District B13,2004,7.2,Crime
District B13,2004,7.2,Thriller
Barnyard,2006,5.6,Animation
Barnyard,2006,5.6,Comedy
Barnyard,2006,5.6,Family
The Big O,2002,6.9,Documentary
BP,2002,7.1,Drama
The Black Box,2005,6,Mystery
The Black Box,2005,6,Thriller
"In-Laws, Out-Laws",2004,5.2,Comedy
A Noite do Golpe de Estado,2001,7.1,Documentary
Nubes de verano,2004,6.2,Drama
Original Child Bomb,2004,7.1,Documentary
Poker Kings,2004,6.9,Documentary
Promedio Rojo,2004,5.5,Comedy
Promedio Rojo,2004,5.5,Fantasy
Promedio Rojo,2004,5.5,Romance
Red Doors,2005,6.6,Drama
Rock Star,2004,6.4,Drama
"Saigon, U.S.A.",2004,8.5,Documentary
Singles,2004,4.6,Comedy
Singles,2004,4.6,Drama
Song of Songs,2002,6.6,Comedy
Song of Songs,2002,6.6,Romance
Star Spangled to Death,2004,7.3,Documentary
Star Spangled to Death,2004,7.3,History
Tempesta,2004,4.8,Drama
Tempesta,2004,4.8,Thriller
University Heights,2004,6.3,Drama
Seven Mummies,2006,2.4,Action
Seven Mummies,2006,2.4,Adventure
Seven Mummies,2006,2.4,Drama
WOH,2004,3.9,Crime
WOH,2004,3.9,Drama
WOH,2004,3.9,Thriller
Throw Down,2004,6.9,Drama
Boy s tenyu,2005,6,Action
Boy s tenyu,2005,6,Drama
Boy s tenyu,2005,6,Sport
Boy Eats Girl,2005,5.1,Comedy
Boy Eats Girl,2005,5.1,Fantasy
Boy Eats Girl,2005,5.1,Horror
Ouija Board,2004,5.8,Horror
Ouija Board,2004,5.8,Mystery
Ouija Board,2004,5.8,Romance
Silent Man,2004,5.7,Thriller
The Trouble with Dee Dee,2005,7,Comedy
Desnudos,2004,3.7,Drama
Desnudos,2004,3.7,Romance
Drawing Blood,2005,4.8,Horror
Dus,2005,5.5,Action
Dus,2005,5.5,Crime
Dus,2005,5.5,Drama
Eger,2004,5.7,Action
End Game,2006,5.1,Action
End Game,2006,5.1,Crime
End Game,2006,5.1,Drama
Forever for Now,2004,4.1,Comedy
Forever for Now,2004,4.1,Romance
The Guy Was Cool,2004,6.5,Comedy
The Guy Was Cool,2004,6.5,Romance
Hate Crime,2005,6.2,Crime
Hate Crime,2005,6.2,Drama
Hate Crime,2005,6.2,Mystery
Heart of the Beholder,2005,6.4,Drama
Robbery Alla Turca,2005,4.3,Adventure
Robbery Alla Turca,2005,4.3,Comedy
Robbery Alla Turca,2005,4.3,Crime
Fuera del cielo,2006,5.7,Crime
Fuera del cielo,2006,5.7,Drama
Fuera del cielo,2006,5.7,Thriller
Martian Child,2007,6.8,Comedy
Martian Child,2007,6.8,Drama
Martian Child,2007,6.8,Family
Mechtat ne vredno,2005,5.6,Comedy
Mila from Mars,2004,7.2,Drama
My Step Brother Frankenstein,2004,7,Drama
Mr. Fix It,2006,5.7,Comedy
Mr. Fix It,2006,5.7,Romance
Nae namjaui romance,2004,6.1,Comedy
Nae namjaui romance,2004,6.1,Romance
Ne quittez pas!,2004,6.3,Comedy
Ne quittez pas!,2004,6.3,Fantasy
Answer Me,2004,5.8,Drama
Romance of Their Own,2004,6.7,Action
Romance of Their Own,2004,6.7,Drama
Romance of Their Own,2004,6.7,Romance
Everybody Has a Little Secret,2004,6.1,Comedy
Everybody Has a Little Secret,2004,6.1,Romance
On Hostile Ground,2001,6.1,Documentary
Daddy,2004,7.7,Drama
Para que no me olvides,2005,7.2,Drama
Transit,2006,6.4,Comedy
Transit,2006,6.4,Crime
Transit,2006,6.4,Drama
Pobeg,2005,5.7,Crime
Pobeg,2005,5.7,Drama
Pobeg,2005,5.7,Thriller
Police Force: An Inside Story,2004,5.2,Action
Police Force: An Inside Story,2004,5.2,Crime
Police Force: An Inside Story,2004,5.2,Drama
Resurrecting the Champ,2007,6.7,Drama
Resurrecting the Champ,2007,6.7,Sport
Santos peregrinos,2004,4.1,Comedy
The Secret Life of Bees,2008,7.3,Drama
Longing,2006,6.6,Drama
Longing,2006,6.6,Romance
"Semen, a Love Sample",2005,5.6,Comedy
Sha ke,2001,5,Crime
Shantav den,2004,8,Drama
Shifted,2006,6.1,Drama
Kamikaze Girls,2004,7.4,Comedy
Slova i muzyka,2004,4.6,Drama
Sneaky Uncle,2003,4.3,Drama
The Spiderwick Chronicles,2008,6.6,Adventure
The Spiderwick Chronicles,2008,6.6,Family
The Spiderwick Chronicles,2008,6.6,Fantasy
Texas - Kabul,2004,7.3,Documentary
Throg,2004,2.9,Comedy
Throg,2004,2.9,Fantasy
Tournament of Dreams,2007,4.5,Drama
Tournament of Dreams,2007,4.5,Sport
Tres,2005,6.8,Comedy
Vaastu Shastra,2004,4.9,Horror
Vaastu Shastra,2004,4.9,Mystery
Venom,2004,5.7,Drama
"Ver, oir y callar",2005,5.4,Thriller
A Driver for Vera,2004,7.2,Drama
Wolf Creek,2005,6.3,Horror
Wolfhound,2006,5.8,Action
Wolfhound,2006,5.8,Adventure
Wolfhound,2006,5.8,Fantasy
Match Point,2005,7.7,Drama
Match Point,2005,7.7,Romance
Match Point,2005,7.7,Thriller
Call Me Genie,2005,4.2,Comedy
Go for Zucker,2004,6.8,Comedy
Zutaten für Träume,2003,3.3,Drama
Akoibon,2005,4.8,Adventure
Akoibon,2005,4.8,Comedy
Akoibon,2005,4.8,Romance
Der Ärgermacher,2003,6.6,Comedy
Der Ärgermacher,2003,6.6,Crime
Der Ärgermacher,2003,6.6,Drama
3 pazeste,2003,5.7,Comedy
300,2006,7.7,Action
300,2006,7.7,Fantasy
Adavi Ramudu,2004,4.1,Action
Adavi Ramudu,2004,4.1,Romance
Alexandria... New York,2004,5.6,Drama
Alexandria... New York,2004,5.6,Music
Alexandria... New York,2004,5.6,Romance
Aliénations,2004,8.1,Documentary
American Gun,2005,6.2,Drama
The Year of the Tick,2004,5.9,Comedy
Al bahethat an al horeya,2004,3.6,Drama
Al bahethat an al horeya,2004,3.6,Music
Al bahethat an al horeya,2004,3.6,Romance
Bandidas,2006,5.7,Action
Bandidas,2006,5.7,Comedy
Bandidas,2006,5.7,Crime
Fighter in the Wind,2004,7.1,Action
Fighter in the Wind,2004,7.1,Biography
Fighter in the Wind,2004,7.1,Drama
Barry Dingle,2005,5.5,Comedy
Becoming Jane,2007,7.1,Biography
Becoming Jane,2007,7.1,Drama
Becoming Jane,2007,7.1,Romance
A birodalom iskolája,2003,8.2,Documentary
Bleed,2002,4.7,Horror
Bleed,2002,4.7,Thriller
Tea-Horse Road Series: Delamu,2004,7.6,Documentary
Crazylove,2005,6.3,Comedy
Crazylove,2005,6.3,Drama
Crazylove,2005,6.3,Romance
The Crop,2004,3.9,Comedy
Dark Matter,2007,6.1,Drama
Dishdogz,2005,5.5,Action
Dishdogz,2005,5.5,Drama
Dishdogz,2005,5.5,Sport
Legami sporchi,2004,5,Crime
Legami sporchi,2004,5,Thriller
Lethal Eviction,2005,4.3,Thriller
The Lost Generation,2004,3.4,Documentary
Green Hat,2004,6.8,Drama
Un marciano llamado deseo,2003,3.6,Sci-Fi
The Lizard,2004,8.6,Comedy
The Lizard,2004,8.6,Drama
Meu Tio Matou um Cara,2004,6.6,Adventure
Meu Tio Matou um Cara,2004,6.6,Comedy
From Language to Language,2004,5.2,Documentary
Moolaadé,2004,7.7,Drama
Must Love Dogs,2005,5.9,Comedy
Must Love Dogs,2005,5.9,Romance
Musume Dojoji - jyaen no koi,2004,6.2,Drama
Musume Dojoji - jyaen no koi,2004,6.2,Romance
The N Word,2004,6.3,Documentary
The Last Snow,2002,7.9,Drama
The Last Snow,2002,7.9,Romance
Nenunnanu,2004,5.3,Action
Nietos (Identidad y memorial),2004,7.1,Documentary
No Return,2003,5,Horror
No Return,2003,5,Thriller
La peau trouée,2004,6.8,Documentary
Comrade Pedersen,2006,5.7,Drama
Pledge This!,2006,1.9,Comedy
Some Kind of Blue,2005,6.8,Drama
Some Kind of Blue,2005,6.8,Romance
R-Point,2004,6.4,Action
R-Point,2004,6.4,Horror
R-Point,2004,6.4,War
The Reawakening,2004,6.6,Drama
Room,2005,4.7,Drama
Room,2005,4.7,Mystery
"Voisins, voisines",2005,5.4,Comedy
Samba,2004,5.1,Romance
The Big Slaughter Club,2003,4.8,Horror
Snakes on a Plane,2006,5.6,Action
Snakes on a Plane,2006,5.6,Adventure
Snakes on a Plane,2006,5.6,Crime
Unbeatable Harold,2006,5.7,Comedy
Unbeatable Harold,2006,5.7,Romance
Idlewild,2006,6.2,Crime
Idlewild,2006,6.2,Drama
Idlewild,2006,6.2,Musical
Venky,2004,7.2,Mystery
Venky,2004,7.2,Romance
Villain,2003,7,Action
Villain,2003,7,Drama
Villain,2003,7,Romance
Vital,2004,6.9,Drama
Vital,2004,6.9,Thriller
Warabi no kou,2003,8,Drama
Why Vivaldi?,2002,3.8,Documentary
Why Vivaldi?,2002,3.8,Music
Qi xia si 1937,2004,7.7,War
Yoru o kakete,2002,5.1,Drama
The Hunter and the Hunted,2004,7.8,Drama
Poisonous Honey,2003,3.6,Horror
12 and Holding,2005,7.6,Drama
9th Company,2005,7.2,Action
9th Company,2005,7.2,Drama
9th Company,2005,7.2,History
Aliens of the Deep,2005,6.5,Documentary
Aliens of the Deep,2005,6.5,Family
Ladri di barzellette,2004,4.9,Comedy
America Speaks Out,2004,2.6,Documentary
Angulimala,2003,6.6,Adventure
Angulimala,2003,6.6,Drama
Angulimala,2003,6.6,Fantasy
Annapolis,2006,5.8,Drama
Annapolis,2006,5.8,Romance
Annapolis,2006,5.8,Sport
Back to Manhattan,2005,7.7,Comedy
Bayarán,2003,5,Action
Bayarán,2003,5,Drama
Behind the Smile,2006,6.3,Drama
Belhorizon,2005,5.3,Drama
But the Hour Is Near,2003,7.8,Documentary
Biyahera,2002,8.2,Drama
Branches,2004,7.1,Horror
Checking Out,2005,6.1,Comedy
Comedy Hell,2006,5.8,Comedy
Comedy Hell,2006,5.8,Horror
Confession,2005,5.9,Drama
Confession,2005,5.9,Thriller
Contact,2005,6.2,Drama
Contact,2005,6.2,Romance
Contact,2005,6.2,Sci-Fi
Dal: Yma/Nawr,2003,7.7,Documentary
Dancing with Myself,2005,7,Documentary
Dangerous Parking,2007,6.8,Drama
Deadline,2004,7.3,Comedy
Deadline,2004,7.3,Crime
Deadline,2004,7.3,Drama
Delivery Boy Chronicles,2004,8,Comedy
Asleep in the Sun,2010,6.4,Fantasy
Dreamland,2006,6.4,Drama
The Way to the West,2003,8.1,Drama
Guarding Eddy,2004,7,Drama
Guarding Eddy,2004,7,Sport
My First Romance,2003,6.8,Romance
Natsionalnaya bomba,2004,8.1,Comedy
Neverwas,2005,6.7,Drama
Neverwas,2005,6.7,Fantasy
Neverwas,2005,6.7,Mystery
Nitschewo,2003,7.2,Drama
Nochnoy prodavets,2005,6.6,Comedy
Nochnoy prodavets,2005,6.6,Thriller
The Ultimate Truth,2004,7.2,Comedy
Transformers,2007,7.1,Action
Transformers,2007,7.1,Adventure
Transformers,2007,7.1,Sci-Fi
Hazardous and Unhealthy,2003,6.5,Drama
Le veilleur,2003,3.3,Crime
Vertical Frontier,2002,7.3,Documentary
Vertical Frontier,2002,7.3,History
The Virgin of Juarez,2006,4.8,Crime
The Virgin of Juarez,2006,4.8,Drama
La vita che vorrei,2004,6.7,Drama
La vita che vorrei,2004,6.7,Romance
Harvest Time,2004,6.9,Drama
Waiting for the Clouds,2003,6.7,Drama
Die Wilden Kerle 2,2005,4.3,Comedy
Die Wilden Kerle 2,2005,4.3,Family
Die Wilden Kerle 2,2005,4.3,Sport
Wish You Were Here,2005,5.2,Drama
Wish You Were Here,2005,5.2,Thriller
Your Heart in My Head,2005,6.4,Drama
83 Zlota Street,2003,6.2,Documentary
Mujhse Shaadi Karogi,2004,6.8,Comedy
Mujhse Shaadi Karogi,2004,6.8,Drama
Mujhse Shaadi Karogi,2004,6.8,Romance
5up 2down,2006,6.4,Drama
"Chot [Aaj Isko, Kal Tereko]",2004,4.9,Action
"Chot [Aaj Isko, Kal Tereko]",2004,4.9,Crime
"Chot [Aaj Isko, Kal Tereko]",2004,4.9,Musical
Christmas in Love,2004,4.1,Comedy
Christmas in Love,2004,4.1,Romance
Cruel But Necessary,2005,7.4,Drama
Deadroom,2005,6.2,Drama
Death Tunnel,2005,2.7,Horror
Doktor ludosti,2003,7.1,Comedy
Goldene Zeiten,2006,6.5,Comedy
Goldene Zeiten,2006,6.5,Crime
Goldene Zeiten,2006,6.5,Drama
Novel Romance,2006,5.3,Comedy
Land of the Dead,2005,6.2,Horror
Land of the Dead,2005,6.2,Thriller
The Latin Legends of Comedy,2006,8.7,Comedy
The Latin Legends of Comedy,2006,8.7,Documentary
Il latitante,2003,3.5,Action
Liberated 2,2004,6.8,Drama
Lie with Me,2005,5.4,Drama
Lie with Me,2005,5.4,Romance
Little Fugitive,2006,6,Drama
Most High,2004,6.6,Drama
Mr. Hell,2006,2.6,Horror
Naglalayag,2004,6.9,Drama
Offscreen,2006,6.4,Drama
Offscreen,2006,6.4,Horror
Offscreen,2006,6.4,Romance
Beyond the Ocean,2006,6.7,Drama
Okal,2004,5,Comedy
Okal,2004,5,Romance
Partner(s),2005,5.8,Comedy
Phir Hera Pheri,2006,6.6,Comedy
Phir Hera Pheri,2006,6.6,Crime
Pizza Man vs. the Dude,2004,6,Horror
Posylka s Marsa,2004,5.8,Romance
Princess,2006,6.8,Action
Princess,2006,6.8,Animation
Princess,2006,6.8,Drama
Psychopathia Sexualis,2006,3.9,Drama
Save Our Souls,2007,5.1,Comedy
Save Our Souls,2007,5.1,Drama
Al-raghba,2002,5.3,Drama
Al-raghba,2002,5.3,Romance
The Tiger and the Snow,2005,7.2,Comedy
The Tiger and the Snow,2005,7.2,Drama
The Tiger and the Snow,2005,7.2,Romance
Tornado Glory,2004,7.1,Documentary
The Three Faces of Terror,2004,4.3,Horror
Yesterday,2004,7.8,Drama
Premonition,2004,6.3,Horror
Zooey,2006,6.1,Drama
100 Minutes of Glory,2004,6.8,Biography
100 Minutes of Glory,2004,6.8,Drama
Abo Ali,2005,6.3,Comedy
Abo Ali,2005,6.3,Romance
Kimo wa antimo,2004,3,Comedy
Kimo wa antimo,2004,3,Musical
Kimo wa antimo,2004,3,Romance
The Kite Runner,2007,7.6,Drama
The Long Lunch,2003,6.2,Comedy
Love Like Blood,2004,8.1,Drama
Oil on Ice,2004,7.8,Documentary
The Hunter,2004,6.3,Drama
Sorry for Kung Fu,2004,6.8,Drama
"Our Bodies, Our Minds",2001,8.3,Documentary
P.O.E.,2007,4.9,Drama
P.O.E.,2007,4.9,Mystery
Pele Forever,2004,7.2,Documentary
Pokémon: Jirachi - Wish Maker,2003,5.9,Action
Pokémon: Jirachi - Wish Maker,2003,5.9,Adventure
Pokémon: Jirachi - Wish Maker,2003,5.9,Animation
Di buen día a papá,2005,5.8,Drama
How Arnold Won the West,2004,5.9,Biography
How Arnold Won the West,2004,5.9,Documentary
K3 en het magische medaillon,2004,4.6,Family
Earth and Ashes,2004,7.1,Drama
Beyond the Gates,2005,7.7,Drama
Beyond the Gates,2005,7.7,History
Beyond the Gates,2005,7.7,War
El sueño del regreso,2005,5,Comedy
El sueño del regreso,2005,5,Drama
Tell Them Who You Are,2004,6.9,Biography
Tell Them Who You Are,2004,6.9,Documentary
Tied Up,2004,6.5,Crime
Tied Up,2004,6.5,Drama
Tied Up,2004,6.5,Horror
Wounded Love,2004,6.9,Drama
The Tournament,2005,7.3,Drama
13dici a tavola,2004,6.2,Comedy
